title,description,imageUrl,price
Fossil Women's Heritage Leather Mini Flap Crossbody Purse Handbag,Rated 5/5 from 17 Amazon shopper reviews.,https://m.media-amazon.com/images/I/719NMLfQcpL._AC_UL1500_.jpg,183.99
Fossil Women's Ryder Leather Satchel Purse Handbag,Rated 4.6/5 from 711 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81AXxYRLjQL._AC_UL1500_.jpg,183.46
MICHAEL Michael Kors Womens Jet Set Leather Shopper Tote Handbag Black Large,Rated 4.4/5 from 101 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61-blwSz4xL._AC_UL1400_.jpg,182.60
Michael Kors Women's Emry Large Top Zip Tote,Rated 4.9/5 from 6 Amazon shopper reviews.,https://m.media-amazon.com/images/I/A1qjQQCN6gL._AC_UL1500_.jpg,180.00
Kate Spade New York Enchanted Forest Snail Large Reversible Tote with Zipper Pouch,Rated 5/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61hk8D-KWHL._AC_UL1001_.jpg,179.99
Rebecca Minkoff MAB Mini Satchel Handbag,Rated 4.3/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91GrKfPq4WL._AC_UL1500_.jpg,179.99
Fossil Women's Heritage Leather Hobo Purse Handbag,Rated 4.3/5 from 12 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81XPD0jGwHL._AC_UL1500_.jpg,179.90
Patricia Nash Benvenuto Tote,Rated 4.5/5 from 56 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91+dsRY6SHL._AC_UL1500_.jpg,179.53
Patricia Nash Women's Salerno Saddle Bag Denim Daisies One Size,Rated 4.1/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91-EHKxGB3L._AC_UL1500_.jpg,179.00
Patricia Nash Emilion Woven Tote with Purse Scarf,Rated 4.6/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71OGzo4bw2L._AC_UL1300_.jpg,179.00
Kate Spade enchanted forest bloom large reversible tote Blue Multi Floral,Rated 5/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71zK3kcYWeL._AC_UL1500_.jpg,179.00
Michael Kors Cindy Leather Dome Satchel,Rated 4.3/5 from 50 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91qYgtMx8cL._AC_UL1500_.jpg,179.00
Kate Spade Rosie Leather Small Crossbody Bag Purse Handbag,Rated 4.4/5 from 136 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51OoxUfBRCL._AC_UL1304_.jpg,179.00
Michael Kors Women's Abbey Large Backpack,Rated 4.8/5 from 242 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91OGHlUdYCL._AC_UL1500_.jpg,179.00
Dooney & Bourke Pebble Grain Large Shopper Tote,Rated 4.2/5 from 7 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61eyVMzVJoL._AC_UL1500_.jpg,179.00
Coach Rowan Leather Satchel Crossbody Purse - #F79946 - Black/Silver,Rated 4.3/5 from 139 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61Koek3xJvL._AC_UL1200_.jpg,179.00
Kate Spade New York Grove Street Millie Crossbody Handbag,Rated 3.6/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71vScXrW51L._AC_UL1500_.jpg,179.00
Coach Women's Brynn Flap Crossbody (Brown - Black),Rated 5/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81vLSodHBwL._AC_UL1500_.jpg,178.33
Vera Bradley Travel Tote in Va Va Bloom,Rated 5/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71FHG2yWchL._AC_UL1345_.jpg,178.00
Vera Bradley Cotton Miller Tote Travel Bag,Rated 4.4/5 from 147 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91Es8s+re1L._AC_UL1500_.jpg,178.00
Kate Spade Harlow Leather Crossbody Bag Purse Handbag,Rated 4.7/5 from 136 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61RXSFlGo4L._AC_UL1500_.jpg,178.00
Rebecca Minkoff Mini MAC Convertible Cross-Body Handbag,Rated 4.5/5 from 46 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71iY+1pO2OL._AC_UL1500_.jpg,178.00
Kate Spade Jackson Small Tab Crossbody Purse,Rated 4.6/5 from 21 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51z+EuZBgHL._AC_UL1001_.jpg,178.00
Michael Kors Selma Leather Triangle Quilted Medium Messenger Handbag in Champagne,Rated 5/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61IVpINSqhL._AC_UL1397_.jpg,177.61
Kate Spade New York Staci Saffiano Leather Laptop Tote Shoulder Bag Color Block,Rated 4.6/5 from 93 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41+UWvU2zjL._AC_UL1000_.jpg,176.75
COACH Women's Pebbled Turnlock Chain Tote 27,Rated 4.5/5 from 208 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81hjJRYeF8L._AC_UL1500_.jpg,176.29
COACH Women's Polished Pebbled Leather Fold-Over Crossbody,Rated 4.1/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91wIY2qAUFL._AC_UL1500_.jpg,175.00
"Vera Bradley Women's Microfiber Large Travel Backpack Travel Bag, Classic Black, One Size",Rated 4.9/5 from 29 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71h12BzDAiL._AC_SL1500_.jpg,175.00
Michael Kors Jet Set Travel Large Chain Leather Shoulder Tote Bag Luggage,Rated 4.5/5 from 49 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71zhThapyAL._AC_UL1500_.jpg,174.99
Marc Jacobs Women's The Mini Tote,Rated 4.6/5 from 930 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81PdOcy3-pL._AC_UL1500_.jpg,174.99
"Kate Spade Leila Colorblock Medium Triple Compartment Shoulder Bag Purse Handbag, WARM BEIGE MULTI",Rated 4.8/5 from 239 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71otTBAgojS._AC_UL1500_.jpg,174.95
COACH Women's Katy Satchel in Signature Canvas (Khaki Multi),Rated 3.9/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81zikNY09kL._AC_UL1500_.jpg,174.49
Michael Kors Womens Mercer Pebbled Leather Clutch Wallet Blue O/S,Rated 5/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/917lO0rAmjL._AC_UL1500_.jpg,174.00
Michael Kors KENLY LARGTE TOTE SHOULDER BAG SATCHEL,Rated 4.8/5 from 881 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61IM1kFpCfS._AC_UL1110_.jpg,173.92
Calvin Klein Women's Monogram Zip Crossbody,Rated 4.4/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/A171aSnGf0L._AC_UL1500_.jpg,173.79
"Karl Lagerfeld Paris Agyness Purse – Women’s Crossbody Handbags with Sleek, Sophisticated Style",Rated 4.4/5 from 40 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91zehonS3dL._AC_UL1500_.jpg,173.10
Kate Spade New York Schuyler Medium Leather Tote Shoulder Bag,Rated 4.4/5 from 123 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81NKu5motwL._AC_UL1500_.jpg,172.00
Fossil Women's Jolie Leather Hobo Purse Handbag,Rated 4.5/5 from 256 Amazon shopper reviews.,https://m.media-amazon.com/images/I/9111MjEBmgL._AC_UL1500_.jpg,171.86
"COACH Women's Mini Jamie Camera Bag, Chalk Multi2",Rated 5/5 from 10 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51Ktia0s4wL._AC_SL1500_.jpg,170.00
Kate Spade Talia Small Triple Compartment Satchel Bag in Peachy Rose,Rated 4/5 from 31 Amazon shopper reviews.,https://m.media-amazon.com/images/I/916lR2ozPoL._AC_UL1500_.jpg,169.99
Michael Kors Beck Medium Satchel,Rated 4.2/5 from 19 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81K3GgTHpuL._AC_UL1500_.jpg,169.99
Michael Kors Sullivan Large Multi Function Top Zip Tote,Rated 4.1/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/710KmtGUq3L._AC_UL1500_.jpg,169.99
Kate Spade Lizzie Medium Flap Backpack Black Bag Purse Cherry Print,Rated 4.8/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51TcDeg3ZOL._AC_SL1492_.jpg,169.98
Calvin Klein Women's Hayden Saffiano East/West Top Zip Chain Tote,Rated 4.6/5 from 381 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91FV8fCkWqL._AC_UL1500_.jpg,169.95
"Kate Spade New York Southport Avenue Lydia Tote, Magnolia/Clocktower",Rated 2.9/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71X7QOkNPOL._AC_UL1500_.jpg,169.16
COACH Women's Polished Pebble Leather Crosstown Crossbody SV/True Red 1 Cross Body,Rated 5/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91QDxRW0lDL._AC_UL1500_.jpg,169.00
Coach Women's Mollie Tote (Double face leather - Taffy),Rated 3.7/5 from 6 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51ciooKVvVL._AC_UL1500_.jpg,169.00
Patricia Nash Women's Veneto Crossbody,Rated 4.4/5 from 14 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81huiIkdK3L._AC_UL1500_.jpg,169.00
Patricia Nash | Avellino Leather Crossbody Bag | Women's Crossbody Purse | Leather Crossbody,Rated 4.1/5 from 66 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71n6ZnXJThL._AC_UL1500_.jpg,169.00
MICHAEL KORS Mirella Large Tote Bag with Adjustable Strap,Rated 4/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71SfhcTNavL._AC_UL1500_.jpg,169.00
Kate Spade New York Mini Reiley Laurel Way Satchel Crossbody Bag,Rated 3.9/5 from 13 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71Lih9jKZfL._AC_UL1500_.jpg,168.44
"Dooney & Bourke Wallet, Pebble Grain Continental Clutch Wallet",Rated 4.7/5 from 269 Amazon shopper reviews.,https://m.media-amazon.com/images/I/516xyWKBJ+L._AC_UL1500_.jpg,168.00
"DKNY Women's Multipurpose Fashion Backpack, Black Iconic Graffiti Tilly, One Size",Rated 4.5/5 from 72 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91iUFfZbQiL._AC_SL1500_.jpg,168.00
Kate Spade New York Harlow Pebbled Leather Large Tote (Aphrodite),Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/31BHLI9bf2L._AC_.jpg,167.93
Michael Kors Gilly Large Jet Set Drawstring Top Zip Tote,Rated 4.7/5 from 715 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71WoiLnc1XS._AC_UL1318_.jpg,167.00
kate spade purse handbag crossbody Shimmy glitter,Rated 4.5/5 from 236 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61hanuvjGJL._AC_UL1001_.jpg,166.99
Kate Spade Bailey Textured Leather Shoulder Bag Purse Handbag,Rated 4.5/5 from 153 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81B6e3cTJhL._AC_UL1500_.jpg,166.00
Kate Spade Bay Street Hanna Cross Body Handbag (Black),Rated 3.3/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61kbZk330jL._AC_UL1080_.jpg,165.00
Kate Spade New York Darcy Bucket Bag Tote Small,Rated 4.4/5 from 20 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51q88g+gLqL._AC_UL1500_.jpg,165.00
Kate Spade New York Patterson Drive Medium Dome Satchel Purse,Rated 4.5/5 from 179 Amazon shopper reviews.,https://m.media-amazon.com/images/I/612qnXUVIhL._AC_UL1200_.jpg,164.97
Michael Kors Women's Nicole Large Shoulder Bag Tote Purse Handbag,Rated 4.7/5 from 675 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81zpXPqz2cL._AC_UL1500_.jpg,164.64
Calvin Klein Rudy Pebble Tote,Rated 5/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/811mDk6BHhL._AC_UL1500_.jpg,164.50
COACH Women's Mini Pepper Crossbody,Rated 4.8/5 from 24 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81YRdQz2wyL._AC_UL1500_.jpg,163.96
Coach Women's Mini Court Backpack (Pebble Leather - Pale Lime),Rated 4.6/5 from 53 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71bh2YphrrL._AC_SL1434_.jpg,163.89
"Michael Kors Tote, Brown (Brown)",Rated 4.7/5 from 209 Amazon shopper reviews.,https://m.media-amazon.com/images/I/917OkNa-vDL._AC_UL1500_.jpg,163.62
COACH Womens Zip Top Crossbody,Rated 4.3/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61IuPfH8sAL._AC_UL1160_.jpg,161.00
MICHAEL Michael Kors Voyager East/West Tote Pearl Grey One Size,Rated 4/5 from 15 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91OKUWVPrBL._AC_SL1500_.jpg,160.98
Michael Kors Ciara LG Tote Bag Leather Luggage (35T8GC6T9L),Rated 4.7/5 from 27 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81eIeKTh11L._AC_UL1500_.jpg,160.00
MICHAEL Michael Kors Portia Large East/West Shoulder Black Shoulder Handbags,Rated 4/5 from 6 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91kpmcoN0kL._AC_UL1500_.jpg,160.00
Kate Spade New York Laurel Way Jeweled Satchel,Rated 4.5/5 from 33 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51Robc5w+nL._AC_UL1000_.jpg,159.99
Michael Kors Women's Fulton Double Zip Leather Crossbody Bag,Rated 4.7/5 from 11 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71xswOQtULL._AC_UL1500_.jpg,159.99
Kate Spade New York Sam Canvas Plunge Medium Satchel Blazer Blue One Size,Rated 4.3/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61H9Wq+es-L._AC_UL1001_.jpg,159.99
"Kenneth Cole Reaction Chelsea Women's 2-Piece Bundle Luggage Set - 20"" Chevron Expandable 8-Wheel Carry-On Suitcase & Matching 15"" Laptop Tote Bag, Black",Rated 4.5/5 from 97 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81OF8zi64xL._AC_SL1500_.jpg,159.99
Kate Spade New York Cassy Leather Tote Bag,Rated 4.7/5 from 58 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71mq3S-9uLL._AC_UL1500_.jpg,159.99
Patricia Nash Poppy Tote Tooled Leather Handbag Purse,Rated 4.3/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91OK6fb0jyL._AC_UL1500_.jpg,159.95
Coach Signature Zip Tote Shoulder Handbag,Rated 4.5/5 from 450 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41iQIBMeXaL._AC_UL1000_.jpg,159.93
Kate Spade Women's Laurel Way Boho Floral Large Carsen Shoulder Handbag,Rated 4/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61Zilo2jOhL._AC_UL1125_.jpg,159.00
Vera Bradley Luggage Women's Large Duffel Zebra Duffel Bag,Rated 4.7/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/816eOqlV35L._AC_SL1001_.jpg,159.00
Patricia Nash Womens Chania Crossbody,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81Cx3tXab0L._AC_UL1500_.jpg,159.00
Kate Spade New York Lise Mulberry Street Womens Shoulder Bag,Rated 4.8/5 from 392 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71-RqPsfShL._AC_UL1500_.jpg,158.99
Kate Spade New York Staci Satchel Medium,Rated 4.9/5 from 24 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61e0UxXvKkL._AC_UL1500_.jpg,158.98
Marc by Marc Jacobs Natasha Quilted Nylon Crossbody Handbag (Black),Rated 4.6/5 from 39 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81gJPJoZsML._AC_UL1500_.jpg,158.96
Kate Spade Women's Ward Place Ivy Shoulder Small Leather Handbag (Black),Rated 5/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81oFo1b0yjL._AC_UL1500_.jpg,158.00
Kate Spade New York Emerson Place Roses Lenia Plumdawn Shoulder Handbags,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91QABrHy1nL._AC_UL1500_.jpg,158.00
"Vera Bradley Women's Cotton Triple Compartment Travel Bag, Modern Medley with Pink, One Size",Rated 4.7/5 from 49 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91Rrva0sdpL._AC_SL1500_.jpg,158.00
GUESS Womnes Logo Debossed Medium Tote Bag Handbag & Wallet Set - Black,Rated 5/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71nZS-jrr5L._AC_UL1500_.jpg,158.00
Kate Spade New York Chester Street Tinie Pebbled Leather Wristlet Handbag (Black),Rated 4.7/5 from 31 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71L6eNcF1xL._AC_UL1500_.jpg,158.00
"COACH Women's Kacey Satchel Crossbody, Red Apple Multi",Rated 4.2/5 from 15 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41R9iFae-fL._AC_.jpg,156.38
COACH Women's Mollie Tote,Rated 4/5 from 46 Amazon shopper reviews.,https://m.media-amazon.com/images/I/818Q0aYVnpL._AC_UL1500_.jpg,156.20
Michael Michael Kors Jet Set Item East/West Top Zip Tote,Rated 4.7/5 from 768 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91+rvdq32uS._AC_UL1500_.jpg,156.08
KATE SPADE NEW YORK MARTI LARGE BUCKET SHOULDER TOTE BAG GARDEN PINK LEATHER,Rated 4.4/5 from 26 Amazon shopper reviews.,https://m.media-amazon.com/images/I/512pfNox+xS._AC_UL1500_.jpg,155.99
Kate Spade New York Alena Larchmont Avenue Purse (Black),Rated 4.3/5 from 9 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61MLLWum9mL._AC_UL1001_.jpg,155.06
Vera Bradley Women's Cotton Grand Weekender Travel Bag,"Rated 4.9/5 from 1,230 Amazon shopper reviews.",https://m.media-amazon.com/images/I/81wMQMIqgqL._AC_UL1500_.jpg,155.00
Vera Bradley Women's Performance Twill Vera Tote Bag,Rated 4.7/5 from 601 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71ZGMvuaJYL._AC_UL1500_.jpg,155.00
Vera Bradley Women's Performance Twill Oversized Hobo Shoulder Bag,Rated 4.7/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/619UZ1pf3iL._AC_UL1500_.jpg,155.00
Michael Michael Kors Avril Small Logo Top-Zip Satchel - Black,Rated 4.3/5 from 103 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61V9fE0UQ8L._AC_UL1174_.jpg,154.98
MICHAEL Michael Kors Nomad Small Convertibe Top Zip Tote,Rated 4.3/5 from 48 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61MXNg-ysdS._AC_UL1400_.jpg,154.80
"Dooney & Bourke Handbag, Pebble Grain Hallie Crossbody",Rated 5/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61hOzGGF-qL._AC_UL1500_.jpg,154.70
Michael Kors Carmen Colorblock Medium Flap Satchel,Rated 4.3/5 from 58 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51e0l5PUW9L._AC_UL1366_.jpg,154.40
Michael Kors Jet Set Travel Deco ZA Continental Wallet Mandarin Navy Clutch,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81STPs6f5QL._AC_UL1500_.jpg,154.00
Kate Spade Leila Pebbled Leather Crossbody Purse,Rated 4.5/5 from 184 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51Lk6ftLHkL._AC_UL1232_.jpg,154.00
Kate Spade York Street Neda Clutch Wallet Stripes,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41y8IIN8kOL._AC_.jpg,154.00
Coach Katy Satchel In Signature Canvas (IM/Brown Black),Rated 4.2/5 from 210 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81LVbIfo5yL._AC_UL1500_.jpg,153.99
Frye Charlie Simple Tote,Rated 4.2/5 from 17 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71FhCaQuA5L._AC_UL1500_.jpg,153.88
COACH Women's Nolita 19 Bag Purse,Rated 4.8/5 from 33 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61h9IQvwATL._AC_UL1500_.jpg,153.00
Fossil Women's Gigi Leather Drawstring Shoulder Bag Purse Handbag,Rated 4.6/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71HOrtIV9wL._AC_UL1500_.jpg,152.68
Kate Spade New York Staci Colorblock Medium Satchel Nimbus Grey Multi,Rated 4.7/5 from 72 Amazon shopper reviews.,https://m.media-amazon.com/images/I/515dH1+MGWL._AC_UL1500_.jpg,151.52
Michael Kors Women's Jet Set Travel Double Zip Wristlet,"Rated 4.7/5 from 5,335 Amazon shopper reviews.",https://m.media-amazon.com/images/I/51iudU3fyCL._AC_UL1500_.jpg,151.29
Kate Spade Payton Colorblock Medium Dome Satchel Leather Crossbody Bag Purse Handbag,Rated 4.6/5 from 62 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41-C7gXwqmS._AC_UL1001_.jpg,151.11
Kate Spade Harper Leather Tote Bag Purse Handbag (Aphrodite),Rated 4.8/5 from 14 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81uknU39uLL._AC_UL1500_.jpg,151.00
Michael Kors Women's Trisha Large Shoulder Bag Tote Purse Handbag,Rated 4.5/5 from 69 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91fYwbOXrBL._AC_UL1500_.jpg,150.67
Kate Spade Darcy Leather Top Handle Satchel Crossbody in Black,Rated 4.3/5 from 29 Amazon shopper reviews.,https://m.media-amazon.com/images/I/51P6einp79L._AC_UL1001_.jpg,150.03
"Vera Bradley Women's Microfiber Campus Backpack, Classic Black, One Size",Rated 4.8/5 from 919 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71HCjQz3TEL._AC_SL1500_.jpg,150.00
Fossil Women's Kinley Small Crossbody Purse Handbag,Rated 4.5/5 from 629 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81YhhWxDASL._AC_UL1500_.jpg,150.00
Karl Lagerfeld Paris Maybelle Tote,Rated 4.6/5 from 212 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81L8UgQbPVL._AC_UL1500_.jpg,150.00
Fossil Women's Harper Leather Wallet Phone Crossbody Bag,Rated 3/5 from 10 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71cAVxcWRUL._AC_UL1500_.jpg,150.00
COACH Women's Ombre Rivets Small Wristlet Sv/Chalk One Size,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91YvQtuLHCL._AC_UL1500_.jpg,150.00
"Vera Bradley Women's Cotton Large Travel Backpack Travel Bag, Sunlit Garden Sage - Recycled Cotton, One Size",Rated 4.9/5 from 32 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81dMkPUEsFL._AC_SL1500_.jpg,150.00
Vera Bradley Women's Cotton Deluxe Tote Travel Bag,Rated 4.8/5 from 266 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81t9OI4fp4L._AC_UL1500_.jpg,150.00
NINE WEST New Logo Purse Hand Bag Crossbody & Zip Wallet 2 Piece Set Pink Floral,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/811SYxMXVGL._AC_UL1500_.jpg,149.99
Coach Women's Kacey Satchel Crossbody (IM/Khaki/Multi),Rated 4.4/5 from 52 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61bgytiIv2L._AC_UL1000_.jpg,149.99
New Nine West Logo Purse Handbag Crossbody & Wristlet 2 Piece Set Black Flower,Rated 5/5 from 1 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71N0+pQAs6L._AC_UL1500_.jpg,149.99
Vince Camuto Maxi Tote,Rated 3.7/5 from 11 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71sIjbQz13L._AC_UL1500_.jpg,149.99
Michael Kors Teagen Large Long Drop Satchel,Rated 4.5/5 from 243 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61gbLtrpOLL._AC_UL1500_.jpg,149.99
Vera Bradley Luggage Women's Grand Traveler Sierra Duffel Bag,Rated 4.5/5 from 3 Amazon shopper reviews.,https://m.media-amazon.com/images/I/910y0O5VCCL._AC_UL1500_.jpg,149.99
Steve Madden Designer 15 Inch Carry on Suitcase- Small Weekender Overnight Business Travel Luggage- Lightweight 2- Rolling Spinner Wheels Under Seat Bag for Women (Peek-A-Boo Purple),Rated 4.4/5 from 768 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61S0zPh6xML._AC_SL1000_.jpg,149.99
Michael Kors Women's Jet Set Travel - Clutch Crossbody,Rated 4.7/5 from 665 Amazon shopper reviews.,https://m.media-amazon.com/images/I/41VyjRj6nCL._AC_.jpg,149.98
MICHAEL Michael Kors Women's Bedford Large Pocket Tote Baltic Blue,Rated 5/5 from 2 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61DIH19MrIL._AC_UL1024_.jpg,149.95
Kate Spade New York Staci Small Saffiano Leather Satchel Bag,Rated 5/5 from 8 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81YFYMSkmdL._AC_UL1500_.jpg,149.95
"UGG womens Inara Sherpa Backpack, Natural, One Size US",Rated 4.6/5 from 16 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81YPsAOLE1L._AC_SL1500_.jpg,149.95
COACH Women's City Tote in Signature Canvas (Printed Coated Canvas - Brown Dark Magenta),Rated 3.8/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61xJupKKkzL._AC_UL1358_.jpg,149.85
COACH Womens Rowan File Bag In Signature Canvas (SV/Graphite/Black),Rated 4.4/5 from 94 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91ojuLUrVhL._AC_UL1500_.jpg,149.23
Michael Kors XS Carry All Jet Set Travel Womens Tote,"Rated 4.4/5 from 1,693 Amazon shopper reviews.",https://m.media-amazon.com/images/I/31XWo4-MfUL._AC_.jpg,149.00
Fossil Lane Satchel Handbag,Rated 3.6/5 from 28 Amazon shopper reviews.,https://m.media-amazon.com/images/I/A1krwL8BDbL._AC_UL1500_.jpg,149.00
Michael Kors MERCER MEDIUM MESSENGER CROSSBODY SATCHEL POWDER BLUSH MULTI,Rated 4.4/5 from 196 Amazon shopper reviews.,https://m.media-amazon.com/images/I/61lMXyseVhS._SL1500_.jpg,148.97
Coach Mini Mollie Tote 25 Crossbody Bag (Faded Blush),Rated 4/5 from 14 Amazon shopper reviews.,https://m.media-amazon.com/images/I/71i872mZWJL._AC_UL1500_.jpg,148.93
Patricia Nash English Garden Floral Map Poppy Tote,Rated 3.6/5 from 4 Amazon shopper reviews.,https://m.media-amazon.com/images/I/711xT02VRDS._AC_UL1500_.jpg,148.00
Tommy Hilfiger Jaden Plus Tote,Rated 4.7/5 from 858 Amazon shopper reviews.,https://m.media-amazon.com/images/I/81rkILAyJqL._AC_UL1500_.jpg,148.00
Lacoste Anna Vertical Shopping Tote Bag,Rated 4.6/5 from 192 Amazon shopper reviews.,https://m.media-amazon.com/images/I/91vZEz-4fjL._AC_UL1500_.jpg,148.00
